x,y,grad_x,grad_y,magnitude,valid
6.393,6.199,88.717782,-33.824060,94.946890,1
6.893,6.199,45.148091,-40.256521,60.489153,1
7.393,6.199,-63.418018,-63.895721,90.025041,1
7.893,6.199,0.000000,0.000000,0.000000,0
8.393,6.199,0.000000,0.000000,0.000000,0
8.893,6.199,0.000000,0.000000,0.000000,0
9.393,6.199,0.000000,0.000000,0.000000,0
9.893,6.199,0.000000,0.000000,0.000000,0
-4.607,6.699,0.000000,0.000000,0.000000,0
-4.107,6.699,0.000000,0.000000,0.000000,0
-3.607,6.699,0.000000,0.000000,0.000000,0
-3.107,6.699,0.000000,0.000000,0.000000,0
-2.607,6.699,0.000000,0.000000,0.000000,0
-2.107,6.699,0.000000,0.000000,0.000000,0
-1.607,6.699,0.000000,0.000000,0.000000,0
-1.107,6.699,0.000000,0.000000,0.000000,0
-0.607,6.699,0.000000,0.000000,0.000000,0
-0.107,6.699,0.000000,0.000000,0.000000,0
0.393,6.699,0.000000,0.000000,0.000000,0
0.893,6.699,0.000000,0.000000,0.000000,0
1.393,6.699,0.000000,0.000000,0.000000,0
1.893,6.699,0.000000,0.000000,0.000000,0
2.393,6.699,0.000000,0.000000,0.000000,0
2.893,6.699,0.000000,0.000000,0.000000,0
3.393,6.699,-132.990040,-83.066325,156.800399,1
3.893,6.699,-63.418018,-63.895721,90.025041,1
4.393,6.699,-14.014648,-52.085479,53.937996,1
4.893,6.699,45.148091,-40.256521,60.489153,1
5.393,6.699,45.148091,-40.256521,60.489153,1
5.893,6.699,45.148091,-40.256521,60.489153,1
6.393,6.699,-14.014648,-52.085479,53.937996,1
6.893,6.699,-63.418018,-63.895721,90.025041,1
7.393,6.699,0.000000,0.000000,0.000000,0
7.893,6.699,0.000000,0.000000,0.000000,0
8.393,6.699,0.000000,0.000000,0.000000,0
8.893,6.699,0.000000,0.000000,0.000000,0
9.393,6.699,0.000000,0.000000,0.000000,0
9.893,6.699,0.000000,0.000000,0.000000,0
-4.607,7.199,0.000000,0.000000,0.000000,0
-4.107,7.199,0.000000,0.000000,0.000000,0
-3.607,7.199,0.000000,0.000000,0.000000,0
-3.107,7.199,0.000000,0.000000,0.000000,0
-2.607,7.199,0.000000,0.000000,0.000000,0
-2.107,7.199,0.000000,0.000000,0.000000,0
-1.607,7.199,0.000000,0.000000,0.000000,0
-1.107,7.199,0.000000,0.000000,0.000000,0
-0.607,7.199,0.000000,0.000000,0.000000,0
-0.107,7.199,0.000000,0.000000,0.000000,0
0.393,7.199,0.000000,0.000000,0.000000,0
0.893,7.199,0.000000,0.000000,0.000000,0
1.393,7.199,0.000000,0.000000,0.000000,0
1.893,7.199,0.000000,0.000000,0.000000,0
2.393,7.199,0.000000,0.000000,0.000000,0
2.893,7.199,0.000000,0.000000,0.000000,0
3.393,7.199,0.000000,0.000000,0.000000,0
3.893,7.199,0.000000,0.000000,0.000000,0
4.393,7.199,-132.990040,-83.066325,156.800399,1
4.893,7.199,-132.990040,-83.066325,156.800399,1
5.393,7.199,-63.418018,-63.895721,90.025041,1
5.893,7.199,-132.990040,-83.066325,156.800399,1
6.393,7.199,0.000000,0.000000,0.000000,0
6.893,7.199,0.000000,0.000000,0.000000,0
7.393,7.199,0.000000,0.000000,0.000000,0
7.893,7.199,0.000000,0.000000,0.000000,0
8.393,7.199,0.000000,0.000000,0.000000,0
8.893,7.199,0.000000,0.000000,0.000000,0
9.393,7.199,0.000000,0.000000,0.000000,0
9.893,7.199,0.000000,0.000000,0.000000,0
-4.607,7.699,0.000000,0.000000,0.000000,0
-4.107,7.699,0.000000,0.000000,0.000000,0
-3.607,7.699,0.000000,0.000000,0.000000,0
-3.107,7.699,0.000000,0.000000,0.000000,0
-2.607,7.699,0.000000,0.000000,0.000000,0
-2.107,7.699,0.000000,0.000000,0.000000,0
-1.607,7.699,0.000000,0.000000,0.000000,0
-1.107,7.699,0.000000,0.000000,0.000000,0
-0.607,7.699,0.000000,0.000000,0.000000,0
-0.107,7.699,0.000000,0.000000,0.000000,0
0.393,7.699,0.000000,0.000000,0.000000,0
0.893,7.699,0.000000,0.000000,0.000000,0
1.393,7.699,0.000000,0.000000,0.000000,0
1.893,7.699,0.000000,0.000000,0.000000,0
2.393,7.699,0.000000,0.000000,0.000000,0
2.893,7.699,0.000000,0.000000,0.000000,0
3.393,7.699,0.000000,0.000000,0.000000,0
3.893,7.699,0.000000,0.000000,0.000000,0
4.393,7.699,0.000000,0.000000,0.000000,0
4.893,7.699,0.000000,0.000000,0.000000,0
5.393,7.699,0.000000,0.000000,0.000000,0
5.893,7.699,0.000000,0.000000,0.000000,0
6.393,7.699,0.000000,0.000000,0.000000,0
6.893,7.699,0.000000,0.000000,0.000000,0
7.393,7.699,0.000000,0.000000,0.000000,0
7.893,7.699,0.000000,0.000000,0.000000,0
8.393,7.699,0.000000,0.000000,0.000000,0
8.893,7.699,0.000000,0.000000,0.000000,0
9.393,7.699,0.000000,0.000000,0.000000,0
9.893,7.699,0.000000,0.000000,0.000000,0
-4.607,8.199,0.000000,0.000000,0.000000,0
-4.107,8.199,0.000000,0.000000,0.000000,0
-3.607,8.199,0.000000,0.000000,0.000000,0
-3.107,8.199,0.000000,0.000000,0.000000,0
-2.607,8.199,0.000000,0.000000,0.000000,0
-2.107,8.199,0.000000,0.000000,0.000000,0
-1.607,8.199,0.000000,0.000000,0.000000,0
-1.107,8.199,0.000000,0.000000,0.000000,0
-0.607,8.199,0.000000,0.000000,0.000000,0
-0.107,8.199,0.000000,0.000000,0.000000,0
0.393,8.199,0.000000,0.000000,0.000000,0
0.893,8.199,0.000000,0.000000,0.000000,0
1.393,8.199,0.000000,0.000000,0.000000,0
1.893,8.199,0.000000,0.000000,0.000000,0
2.393,8.199,0.000000,0.000000,0.000000,0
2.893,8.199,0.000000,0.000000,0.000000,0
3.393,8.199,0.000000,0.000000,0.000000,0
3.893,8.199,0.000000,0.000000,0.000000,0
4.393,8.199,0.000000,0.000000,0.000000,0
4.893,8.199,0.000000,0.000000,0.000000,0
5.393,8.199,0.000000,0.000000,0.000000,0
5.893,8.199,0.000000,0.000000,0.000000,0
6.393,8.199,0.000000,0.000000,0.000000,0
6.893,8.199,0.000000,0.000000,0.000000,0
7.393,8.199,0.000000,0.000000,0.000000,0
7.893,8.199,0.000000,0.000000,0.000000,0
8.393,8.199,0.000000,0.000000,0.000000,0
8.893,8.199,0.000000,0.000000,0.000000,0
9.393,8.199,0.000000,0.000000,0.000000,0
9.893,8.199,0.000000,0.000000,0.000000,0
-4.607,8.699,0.000000,0.000000,0.000000,0
-4.107,8.699,0.000000,0.000000,0.000000,0
-3.607,8.699,0.000000,0.000000,0.000000,0
-3.107,8.699,0.000000,0.000000,0.000000,0
-2.607,8.699,0.000000,0.000000,0.000000,0
-2.107,8.699,0.000000,0.000000,0.000000,0
-1.607,8.699,0.000000,0.000000,0.000000,0
-1.107,8.699,0.000000,0.000000,0.000000,0
-0.607,8.699,0.000000,0.000000,0.000000,0
-0.107,8.699,0.000000,0.000000,0.000000,0
0.393,8.699,0.000000,0.000000,0.000000,0
0.893,8.699,0.000000,0.000000,0.000000,0
1.393,8.699,0.000000,0.000000,0.000000,0
1.893,8.699,0.000000,0.000000,0.000000,0
2.393,8.699,0.000000,0.000000,0.000000,0
2.893,8.699,0.000000,0.000000,0.000000,0
3.393,8.699,0.000000,0.000000,0.000000,0
3.893,8.699,0.000000,0.000000,0.000000,0
4.393,8.699,0.000000,0.000000,0.000000,0
4.893,8.699,0.000000,0.000000,0.000000,0
5.393,8.699,0.000000,0.000000,0.000000,0
5.893,8.699,0.000000,0.000000,0.000000,0
6.393,8.699,0.000000,0.000000,0.000000,0
6.893,8.699,0.000000,0.000000,0.000000,0
7.393,8.699,0.000000,0.000000,0.000000,0
7.893,8.699,0.000000,0.000000,0.000000,0
8.393,8.699,0.000000,0.000000,0.000000,0
8.893,8.699,0.000000,0.000000,0.000000,0
9.393,8.699,0.000000,0.000000,0.000000,0
9.893,8.699,0.000000,0.000000,0.000000,0
-4.607,9.199,0.000000,0.000000,0.000000,0
-4.107,9.199,0.000000,0.000000,0.000000,0
-3.607,9.199,0.000000,0.000000,0.000000,0
-3.107,9.199,0.000000,0.000000,0.000000,0
-2.607,9.199,0.000000,0.000000,0.000000,0
-2.107,9.199,0.000000,0.000000,0.000000,0
-1.607,9.199,0.000000,0.000000,0.000000,0
-1.107,9.199,0.000000,0.000000,0.000000,0
-0.607,9.199,0.000000,0.000000,0.000000,0
-0.107,9.199,0.000000,0.000000,0.000000,0
0.393,9.199,0.000000,0.000000,0.000000,0
0.893,9.199,0.000000,0.000000,0.000000,0
1.393,9.199,0.000000,0.000000,0.000000,0
1.893,9.199,0.000000,0.000000,0.000000,0
2.393,9.199,0.000000,0.000000,0.000000,0
2.893,9.199,0.000000,0.000000,0.000000,0
3.393,9.199,0.000000,0.000000,0.000000,0
3.893,9.199,0.000000,0.000000,0.000000,0
4.393,9.199,0.000000,0.000000,0.000000,0
4.893,9.199,0.000000,0.000000,0.000000,0
5.393,9.199,0.000000,0.000000,0.000000,0
5.893,9.199,0.000000,0.000000,0.000000,0
6.393,9.199,0.000000,0.000000,0.000000,0
6.893,9.199,0.000000,0.000000,0.000000,0
7.393,9.199,0.000000,0.000000,0.000000,0
7.893,9.199,0.000000,0.000000,0.000000,0
8.393,9.199,0.000000,0.000000,0.000000,0
8.893,9.199,0.000000,0.000000,0.000000,0
9.393,9.199,0.000000,0.000000,0.000000,0
9.893,9.199,0.000000,0.000000,0.000000,0
-4.607,9.699,0.000000,0.000000,0.000000,0
-4.107,9.699,0.000000,0.000000,0.000000,0
-3.607,9.699,0.000000,0.000000,0.000000,0
-3.107,9.699,0.000000,0.000000,0.000000,0
-2.607,9.699,0.000000,0.000000,0.000000,0
-2.107,9.699,0.000000,0.000000,0.000000,0
-1.607,9.699,0.000000,0.000000,0.000000,0
-1.107,9.699,0.000000,0.000000,0.000000,0
-0.607,9.699,0.000000,0.000000,0.000000,0
-0.107,9.699,0.000000,0.000000,0.000000,0
0.393,9.699,0.000000,0.000000,0.000000,0
0.893,9.699,0.000000,0.000000,0.000000,0
1.393,9.699,0.000000,0.000000,0.000000,0
1.893,9.699,0.000000,0.000000,0.000000,0
2.393,9.699,0.000000,0.000000,0.000000,0
2.893,9.699,0.000000,0.000000,0.000000,0
3.393,9.699,0.000000,0.000000,0.000000,0
3.893,9.699,0.000000,0.000000,0.000000,0
4.393,9.699,0.000000,0.000000,0.000000,0
4.893,9.699,0.000000,0.000000,0.000000,0
5.393,9.699,0.000000,0.000000,0.000000,0
5.893,9.699,0.000000,0.000000,0.000000,0
6.393,9.699,0.000000,0.000000,0.000000,0
6.893,9.699,0.000000,0.000000,0.000000,0
7.393,9.699,0.000000,0.000000,0.000000,0
7.893,9.699,0.000000,0.000000,0.000000,0
8.393,9.699,0.000000,0.000000,0.000000,0
8.893,9.699,0.000000,0.000000,0.000000,0
9.393,9.699,0.000000,0.000000,0.000000,0
9.893,9.699,0.000000,0.000000,0.000000,0
